sample_id,initial_atoms,decay_constant,time,remaining_atoms,decayed_atoms,probability_of_decay,half_life,noise_level,experiment_group
165,3431,0.07924388426730232,4.736035,,,0.312918,8.747012,26.508,E
165,3431,0.07924388426730232,4.992407,2371.144,1059.856,0.326736,8.747012,66.1892,E
165,3431,0.07924388426730232,5.275688,2283.2983,1147.7017,0.341681,8.747012,24.3252,E
165,3431,0.07924388426730232,6.619038,2036.8128,1394.1872,0.40816,8.747012,25.2944,E
165,3431,0.07924388426730232,7.36327,1910.0424,1520.9576,0.442055,8.747012,57.1006,E
165,3431,0.07924388426730232,8.898001,1646.9598,1784.0402,0.505947,8.747012,32.1965,E
165,3431,0.07924388426730232,9.043762,1674.0085,1756.9915,0.511621,8.747012,50.0555,E
165,3431,0.07924388426730232,9.220197,1667.2126,1763.7874,0.518401,8.747012,26.2686,E
165,3431,0.07924388426730232,9.897713,1543.6637,1887.3363,0.543576,8.747012,29.1762,E
165,3431,0.07924388426730232,10.205156,1475.0338,1955.9662,0.554562,8.747012,41.9386,E
165,3431,0.07924388426730232,12.135356,,,0.617739,8.747012,53.9111,E
165,3431,0.07924388426730232,12.171632,1312.5547,2118.4453,0.618837,8.747012,20.7375,E
165,3431,0.07924388426730232,12.177724,1263.2711,2167.7289,0.619021,8.747012,32.559,E
165,3431,0.07924388426730232,12.651587,1259.7518,2171.2482,0.633061,8.747012,19.2696,E
165,3431,0.07924388426730232,14.011976,1137.1216,2293.8784,0.670561,8.747012,23.508,E
165,3431,0.07924388426730232,14.197654,1175.8613,2255.1387,0.675373,8.747012,46.9724,E
165,3431,0.07924388426730232,,1061.8417,2369.1583,0.687804,8.747012,19.5211,E
165,3431,0.07924388426730232,16.359586,1025.1551,2405.8449,0.726485,8.747012,41.5657,E
165,3431,,16.609192,921.1598,2509.8402,0.731841,8.747012,20.5594,E
165,3431,0.07924388426730232,18.547747,743.0587,2687.9413,0.770027,8.747012,38.2522,E
165,3431,0.07924388426730232,18.645253,773.3721,2657.6279,0.771798,8.747012,29.0454,E
165,3431,0.07924388426730232,19.034662,716.9116,2714.0884,0.778732,8.747012,37.9738,E
166,697,0.23071110639146936,1.503857,504.6049,192.3951,0.293164,3.004395,18.7118,B
166,697,0.23071110639146936,1.901933,449.2037,247.7963,0.355188,3.004395,21.3929,B
166,697,0.23071110639146936,2.638293,368.36,328.64,0.455933,3.004395,23.5425,B
166,697,0.23071110639146936,2.738391,364.7888,332.2112,0.468354,3.004395,20.5848,B
166,697,0.23071110639146936,3.055745,393.9624,303.0376,0.505889,3.004395,24.1699,B
166,697,0.23071110639146936,3.174054,312.655,384.345,0.519193,3.004395,20.6745,B
166,697,0.23071110639146936,3.520656,316.4882,380.5118,0.556144,3.004395,22.6539,B
166,697,,3.876085,254.394,442.606,0.591088,3.004395,20.2044,B
166,697,0.23071110639146936,3.931732,274.2776,422.7224,0.596304,3.004395,11.6266,B
166,697,0.23071110639146936,,233.2747,463.7253,0.674552,3.004395,8.3191,B
166,697,0.23071110639146936,5.222549,172.1927,524.8073,0.700278,3.004395,20.2841,B
166,697,0.23071110639146936,5.899248,196.1947,500.8053,0.743601,3.004395,19.3259,B
166,697,0.23071110639146936,6.805764,175.2327,521.7673,0.791989,3.004395,14.7734,B
166,697,0.23071110639146936,6.83958,,,0.793606,3.004395,14.6832,B
166,697,0.23071110639146936,8.029076,119.4939,577.5061,0.843139,3.004395,8.0528,B
166,697,0.23071110639146936,8.246684,106.615,590.385,0.85082,3.004395,10.6298,B
166,697,0.23071110639146936,8.699785,103.927,593.073,0.865627,3.004395,14.4414,B
166,697,0.23071110639146936,8.716538,99.2404,597.7596,0.866146,3.004395,13.099,B
166,697,0.23071110639146936,9.406477,75.9078,621.0922,0.885843,3.004395,7.1753,B
166,697,0.23071110639146936,10.28471,61.102,635.898,0.90678,3.004395,6.457,B
166,697,0.23071110639146936,11.647932,55.4445,641.5555,0.931936,3.004395,6.7746,B
166,697,0.23071110639146936,12.047283,43.0138,653.9862,0.937927,3.004395,5.9501,B
166,697,0.23071110639146936,12.834865,35.3346,661.6654,0.94824,3.004395,5.2325,B
166,697,0.23071110639146936,15.111544,20.4899,676.5101,0.969389,3.004395,5.2056,B
166,697,0.23071110639146936,15.476516,20.3069,676.6931,0.971861,3.004395,2.2652,B
166,697,,15.856071,11.6197,685.3803,0.97422,3.004395,5.3552,B
166,697,0.23071110639146936,16.763841,13.7109,683.2891,0.979092,3.004395,4.7339,B
166,697,0.23071110639146936,17.041034,15.1979,681.8021,0.980387,3.004395,4.9187,B
166,697,0.23071110639146936,17.613218,6.041,690.959,0.982812,3.004395,4.643,B
166,697,0.23071110639146936,18.852962,9.6691,687.3309,0.987088,3.004395,3.1992,B
166,697,0.23071110639146936,19.790996,4.1549,692.8451,0.989601,3.004395,3.4463,B
167,2430,0.42702158087746045,0.563681,1921.9801,508.0199,0.213926,1.623213,37.8302,A
167,2430,0.42702158087746045,2.80001,733.4892,1696.5108,0.697497,1.623213,23.7554,A
167,2430,0.42702158087746045,3.227467,615.7539,1814.2461,0.747968,1.623213,30.768,A
167,2430,0.42702158087746045,3.46722,525.4559,1904.5441,0.772494,1.623213,22.4848,A
167,2430,0.42702158087746045,5.349108,248.6889,2181.3111,0.898143,1.623213,8.3164,A
167,2430,0.42702158087746045,5.480414,214.6525,2215.3475,0.903697,1.623213,21.7207,A
167,2430,0.42702158087746045,6.623315,143.5726,2286.4274,0.940887,1.623213,11.1552,A
167,2430,0.42702158087746045,8.165036,75.3725,2354.6275,0.969397,1.623213,6.0666,A
167,2430,0.42702158087746045,8.997917,56.1541,2373.8459,0.978556,1.623213,7.6205,A
167,2430,0.42702158087746045,9.826215,39.053,2390.947,0.984944,1.623213,4.3483,A
167,2430,0.42702158087746045,10.271826,26.6437,2403.3563,0.987553,1.623213,3.8828,A
167,2430,0.42702158087746045,11.032057,22.7787,2407.2213,0.991004,1.623213,4.8894,A
167,2430,0.42702158087746045,11.582558,20.8232,2409.1768,0.992888,1.623213,3.7042,A
167,2430,0.42702158087746045,13.027431,5.5455,2424.4545,0.996163,1.623213,3.2765,A
167,2430,0.42702158087746045,13.103636,,,0.996286,1.623213,4.497,A
167,2430,0.42702158087746045,13.240191,,,0.996496,1.623213,3.9656,A
167,2430,0.42702158087746045,13.42782,10.1753,2419.8247,0.996766,1.623213,1.4232,A
167,2430,0.42702158087746045,15.925649,1.8403,2428.1597,0.998887,1.623213,0.9055,A
167,2430,0.42702158087746045,16.178186,2.3311,2427.6689,0.999001,1.623213,1.7299,A
167,2430,0.42702158087746045,16.27223,2.0009,2427.9991,0.99904,1.623213,1.7202,A
167,2430,0.42702158087746045,16.308173,0.0,2430.0,0.999055,1.623213,2.0889,A
167,2430,,18.099597,1.8841,2428.1159,0.99956,1.623213,1.1674,A
167,2430,0.42702158087746045,18.161488,1.5977,2428.4023,0.999572,1.623213,0.7425,A
167,2430,0.42702158087746045,19.051935,1.2182,2428.7818,0.999707,1.623213,0.8171,A
167,2430,0.42702158087746045,19.478478,0.3428,2429.6572,0.999756,1.623213,1.0082,A
168,4082,0.15375613811225855,1.752716,3125.357,956.643,0.236232,4.508094,34.6398,B
168,4082,0.15375613811225855,1.763601,3103.7481,978.2519,0.237509,4.508094,34.5398,B
168,4082,0.15375613811225855,5.136383,1886.0391,2195.9609,0.546042,4.508094,61.7667,B
168,4082,0.15375613811225855,6.482425,1435.2409,2646.7591,0.630909,4.508094,30.8881,B
168,4082,0.15375613811225855,6.737188,1480.3954,2601.6046,0.645087,4.508094,28.2353,B
168,4082,0.15375613811225855,7.860776,1232.6465,2849.3535,0.701398,4.508094,18.7,B
168,4082,0.15375613811225855,7.953695,1228.8002,2853.1998,0.705633,4.508094,26.8854,B
168,4082,0.15375613811225855,,827.3077,3254.6923,0.804728,4.508094,33.6968,B
168,4082,0.15375613811225855,11.452345,709.375,3372.625,0.828104,4.508094,24.53,B
168,4082,0.15375613811225855,11.759746,652.4125,3429.5875,0.83604,4.508094,26.307,B
168,4082,0.15375613811225855,12.297974,631.5512,3450.4488,0.849062,4.508094,35.18,B
168,4082,0.15375613811225855,12.327601,617.7346,3464.2654,0.849748,4.508094,15.2231,B
168,4082,0.15375613811225855,12.667027,594.2203,3487.7797,0.857389,4.508094,13.7826,B
168,4082,0.15375613811225855,14.32616,468.9124,3613.0876,0.889499,4.508094,28.7126,B
168,4082,,15.509555,378.3535,3703.6465,0.907882,4.508094,24.7212,B
168,4082,0.15375613811225855,17.642155,276.3454,3805.6546,0.933635,4.508094,12.5704,B
168,4082,0.15375613811225855,17.877799,268.2121,3813.7879,0.935997,4.508094,13.3226,B
168,4082,0.15375613811225855,18.194193,262.7671,3819.2329,0.939036,4.508094,12.7823,B
168,4082,0.15375613811225855,18.476689,269.0341,3812.9659,0.941627,4.508094,17.7179,B
168,4082,0.15375613811225855,18.836067,230.5003,3851.4997,0.944765,4.508094,8.4269,B
168,4082,0.15375613811225855,19.120158,223.4832,3858.5168,0.947126,4.508094,14.5355,B
169,1108,0.42378913298778104,0.623247,,,0.232123,1.635595,19.8671,B
169,1108,0.42378913298778104,0.717248,821.8263,286.1737,0.262111,1.635595,15.5832,B
169,1108,0.42378913298778104,0.992617,767.6345,340.3655,0.343387,1.635595,15.6696,B
169,1108,0.42378913298778104,1.554909,573.5822,534.4178,0.482607,1.635595,27.7032,B
169,1108,0.42378913298778104,2.214732,,,0.608817,1.635595,13.2307,B
169,1108,0.42378913298778104,2.305851,413.0133,694.9867,0.623635,1.635595,20.2967,B
169,1108,0.42378913298778104,2.977744,319.6403,788.3597,0.716894,1.635595,11.559,B
169,1108,0.42378913298778104,3.139568,291.8901,816.1099,0.735659,1.635595,11.4689,B
169,1108,0.42378913298778104,4.364262,176.1963,931.8037,0.842688,1.635595,6.6587,B
169,1108,0.42378913298778104,5.237011,117.7795,990.2205,0.891324,1.635595,9.0071,B
169,1108,0.42378913298778104,5.426461,104.6802,1003.3198,0.899709,1.635595,6.2173,B
169,1108,0.42378913298778104,6.100373,102.4867,1005.5133,0.924624,1.635595,8.1697,B
169,1108,0.42378913298778104,6.360624,73.8772,1034.1228,0.932496,1.635595,9.4941,B
169,1108,0.42378913298778104,7.33433,,,0.955319,1.635595,6.104,B
169,1108,0.42378913298778104,9.041531,26.5226,1081.4774,0.978327,1.635595,5.9053,B
169,1108,,9.372721,24.2714,1083.7286,0.981165,1.635595,5.6712,B
169,1108,0.42378913298778104,9.835481,15.6197,1092.3803,0.984519,1.635595,4.9558,B
169,1108,0.42378913298778104,13.642803,1.8419,1106.1581,0.996916,1.635595,2.6556,B
169,1108,0.42378913298778104,13.987942,2.5886,1105.4114,0.997336,1.635595,1.2667,B
169,1108,0.42378913298778104,15.030432,1.1071,1106.8929,0.998287,1.635595,0.9497,B
169,1108,0.42378913298778104,19.066443,0.0,1108.0,0.99969,1.635595,0.65,B
170,3772,0.10415244291574818,0.718569,3543.1233,228.8767,0.072109,6.655122,34.6018,B
170,3772,0.10415244291574818,4.038102,2449.21,1322.79,0.343333,6.655122,41.4666,B
170,3772,0.10415244291574818,5.295473,2283.1543,1488.8457,0.423936,6.655122,67.3644,B
170,3772,0.10415244291574818,7.177566,1751.403,2020.597,0.52648,6.655122,55.1328,B
170,3772,0.10415244291574818,8.162503,1631.6892,2140.3108,0.572647,6.655122,56.6582,B
170,3772,0.10415244291574818,9.656698,1371.9005,2400.0995,0.634237,6.655122,39.8387,B
170,3772,0.10415244291574818,9.847355,1351.6717,2420.3283,0.641428,6.655122,36.0559,B
170,3772,0.10415244291574818,11.046467,1207.8247,2564.1753,0.683527,6.655122,20.9548,B
170,3772,0.10415244291574818,11.57197,1065.3847,2706.6153,0.700383,6.655122,45.0301,B
170,3772,0.10415244291574818,11.852316,1063.3655,2708.6345,0.709005,6.655122,41.2523,B
170,3772,0.10415244291574818,12.496744,1039.7957,2732.2043,0.727895,6.655122,17.9048,B
170,3772,0.10415244291574818,13.325261,941.4794,2830.5206,0.750391,6.655122,21.7679,B
170,3772,0.10415244291574818,13.48583,917.6555,2854.3445,0.75453,6.655122,32.1717,B
170,3772,0.10415244291574818,13.507758,883.4466,2888.5534,0.75509,6.655122,35.9988,B
170,3772,0.10415244291574818,15.886867,716.7732,3055.2268,0.808842,6.655122,17.1229,B
170,3772,0.10415244291574818,16.6999,675.5576,3096.4424,0.824363,6.655122,19.1711,B
170,3772,0.10415244291574818,17.194539,619.4399,3152.5601,0.833182,6.655122,17.3864,B
170,3772,0.10415244291574818,18.320011,582.8698,3189.1302,0.851634,6.655122,17.0327,B
170,3772,0.10415244291574818,18.63362,577.259,3194.741,0.856402,6.655122,33.0648,B
170,3772,0.10415244291574818,19.131751,504.6152,3267.3848,0.863662,6.655122,27.5717,B
170,3772,0.10415244291574818,19.564972,475.276,3296.724,0.869677,6.655122,27.4286,B
170,3772,0.10415244291574818,19.874296,397.9482,3374.0518,0.873809,6.655122,28.2315,B
171,1647,0.07112541071651586,0.017146,1642.6829,4.3171,0.001219,9.745423,60.0233,C
171,1647,0.07112541071651586,0.631955,1562.3135,84.6865,0.043953,9.745423,35.9738,C
171,1647,0.07112541071651586,1.570368,1462.2466,184.7534,0.105681,9.745423,39.0446,C
171,1647,0.07112541071651586,2.751005,1368.9762,278.0238,0.177713,9.745423,25.5694,C
171,1647,0.07112541071651586,3.864003,1265.5872,381.4128,0.240298,9.745423,39.2962,C
171,1647,0.07112541071651586,4.010372,1270.0932,376.9068,0.248166,9.745423,46.1195,C
171,1647,0.07112541071651586,6.068031,1123.9056,523.0944,0.350525,9.745423,35.5152,C
171,1647,0.07112541071651586,6.280375,1033.9383,613.0617,0.360261,9.745423,41.8096,C
171,1647,0.07112541071651586,6.449422,1085.3044,561.6956,0.367906,9.745423,39.7222,C
171,1647,0.07112541071651586,7.263825,1014.6905,632.3095,0.40348,9.745423,23.1214,C
171,1647,0.07112541071651586,9.214009,890.6318,756.3682,0.48074,9.745423,27.3671,C
171,1647,0.07112541071651586,9.849412,784.7941,862.2059,0.503685,9.745423,18.5447,C
171,1647,0.07112541071651586,10.116092,829.664,817.336,0.51301,9.745423,15.3481,C
171,1647,0.07112541071651586,10.726171,758.083,888.917,0.533689,9.745423,15.6044,C
171,1647,0.07112541071651586,11.652035,647.8678,999.1322,0.563408,9.745423,38.6813,C
171,1647,0.07112541071651586,12.799978,730.4512,916.5488,0.597638,9.745423,38.2161,C
171,1647,0.07112541071651586,14.222466,,,0.636356,9.745423,14.5608,C
171,1647,0.07112541071651586,15.010299,577.3095,1069.6905,0.656172,9.745423,19.8749,C
171,1647,0.07112541071651586,16.135634,518.061,1128.939,0.682619,9.745423,14.0476,C
171,1647,0.07112541071651586,16.211649,525.4472,1121.5528,0.684331,9.745423,30.4224,C
171,1647,0.07112541071651586,16.493638,506.4503,1140.5497,0.690599,9.745423,22.4904,C
171,1647,0.07112541071651586,17.046091,474.4566,1172.5434,0.702521,9.745423,24.8189,C
171,1647,0.07112541071651586,17.165291,,,0.705032,9.745423,22.9208,C
171,1647,0.07112541071651586,17.788229,467.7093,1179.2907,0.717816,9.745423,26.0909,C
171,1647,0.07112541071651586,17.961357,435.8741,1211.1259,0.721269,9.745423,17.5507,C
171,1647,0.07112541071651586,18.27216,449.7843,1197.2157,0.727363,9.745423,13.5087,C
172,4782,0.22284077517106232,2.232536,2919.1562,1862.8438,0.391951,3.110504,46.1,E
172,4782,0.22284077517106232,2.548861,2670.0192,2111.9808,0.433337,3.110504,36.0494,E
172,4782,0.22284077517106232,2.591573,2630.2743,2151.7257,0.438705,3.110504,68.3334,E
172,4782,0.22284077517106232,2.769077,2570.1338,2211.8662,0.460473,3.110504,43.8403,E
172,4782,0.22284077517106232,3.287986,2254.3841,2527.6159,0.519389,3.110504,33.286,E
172,4782,0.22284077517106232,8.61951,,,0.853507,3.110504,22.8966,E
172,4782,0.22284077517106232,8.780865,655.8553,4126.1447,0.858681,3.110504,18.5755,E
172,4782,0.22284077517106232,9.183459,653.9386,4128.0614,0.870807,3.110504,25.339,E
172,4782,0.22284077517106232,9.286653,592.1742,4189.8258,0.873744,3.110504,28.7065,E
172,4782,,9.391541,559.9246,4222.0754,0.876661,3.110504,31.561,E
172,4782,0.22284077517106232,11.309726,394.2787,4387.7213,0.919562,3.110504,14.2694,E
172,4782,0.22284077517106232,12.647367,278.4239,4503.5761,0.940296,3.110504,11.2695,E
172,4782,0.22284077517106232,13.177745,244.5563,4537.4437,0.946951,3.110504,8.2759,E
172,4782,0.22284077517106232,14.613272,193.0002,4588.9998,0.961474,3.110504,9.8824,E
172,4782,0.22284077517106232,19.411106,61.8994,4720.1006,0.986774,3.110504,4.1665,E
172,4782,0.22284077517106232,19.472967,67.9959,4714.0041,0.986955,3.110504,6.6776,E
173,3897,0.06652937184197613,1.289807,3552.8665,344.1335,0.082231,10.418664,63.4675,D
173,3897,0.06652937184197613,3.518866,3053.3338,843.6662,0.208724,10.418664,34.7506,D
173,3897,0.06652937184197613,3.751955,3109.9708,787.0292,0.220899,10.418664,79.8956,D
173,3897,0.06652937184197613,4.025987,2983.0353,913.9647,0.234975,10.418664,74.2481,D
173,3897,0.06652937184197613,4.7041,2858.2084,1038.7916,0.268721,10.418664,34.9963,D
173,3897,0.06652937184197613,5.545878,2673.7651,1223.2349,0.30855,10.418664,34.9035,D
173,3897,0.06652937184197613,6.693994,2564.0193,1332.9807,0.359398,10.418664,50.5857,D
173,3897,0.06652937184197613,8.502056,2226.713,1670.287,0.432001,10.418664,59.8862,D
173,3897,0.06652937184197613,,2127.2237,1769.7763,0.435609,10.418664,33.7234,D
173,3897,0.06652937184197613,8.847543,2175.1947,1721.8053,0.444908,10.418664,26.0909,D
173,3897,0.06652937184197613,8.936205,2137.6555,1759.3445,0.448173,10.418664,48.4847,D
173,3897,0.06652937184197613,9.438701,2070.8585,1826.1415,0.466316,10.418664,54.3422,D
173,3897,0.06652937184197613,9.58823,2092.7454,1804.2546,0.471599,10.418664,33.778,D
173,3897,0.06652937184197613,11.198234,1854.7414,2042.2586,0.525271,10.418664,53.3247,D
173,3897,0.06652937184197613,13.676461,1667.2021,2229.7979,0.59743,10.418664,57.4575,D
173,3897,0.06652937184197613,14.38809,1498.8737,2398.1263,0.616045,10.418664,24.6431,D
173,3897,0.06652937184197613,14.457084,1471.2126,2425.7874,0.617804,10.418664,39.0186,D
173,3897,0.06652937184197613,14.903985,1407.3948,2489.6052,0.629,10.418664,21.1731,D
173,3897,0.06652937184197613,15.542871,1366.7392,2530.2608,0.644439,10.418664,26.3047,D
173,3897,0.06652937184197613,16.312421,1309.5712,2587.4288,0.662184,10.418664,21.4005,D
173,3897,0.06652937184197613,16.565661,1342.1646,2554.8354,0.667828,10.418664,32.5251,D
173,3897,0.06652937184197613,17.248763,1215.5664,2681.4336,0.682586,10.418664,46.4543,D
173,3897,0.06652937184197613,18.529844,1195.5127,2701.4873,0.708519,10.418664,36.3027,D
173,3897,0.06652937184197613,19.123997,1064.4604,2832.5396,0.719816,10.418664,23.8768,D
173,3897,0.06652937184197613,19.863422,1026.0135,2870.9865,0.733265,10.418664,17.4136,D
173,3897,0.06652937184197613,19.890878,1075.8077,2821.1923,0.733752,10.418664,33.9313,D
174,3011,0.48077161834249654,1.704806,1336.1078,1674.8922,0.559402,1.441739,30.7262,D
174,3011,0.48077161834249654,2.218635,1014.6287,1996.3713,0.655843,1.441739,46.0591,D
174,3011,0.48077161834249654,3.998083,430.5378,2580.4622,0.85371,1.441739,13.0014,D
174,3011,0.48077161834249654,4.060593,432.6585,2578.3415,0.858041,1.441739,10.9633,D
174,3011,0.48077161834249654,4.448923,356.3973,2654.6027,0.882218,1.441739,15.0762,D
174,3011,0.48077161834249654,4.612969,312.4327,2698.5673,0.89115,1.441739,23.4865,D
174,3011,0.48077161834249654,5.122141,238.9495,2772.0505,0.914785,1.441739,18.789,D
174,3011,0.48077161834249654,5.958985,175.8749,2835.1251,0.943012,1.441739,12.2637,D
174,3011,0.48077161834249654,6.27534,129.7714,2881.2286,0.951052,1.441739,9.181,D
174,3011,0.48077161834249654,6.778514,,,0.96157,1.441739,6.0161,D
174,3011,0.48077161834249654,7.370402,88.1113,2922.8887,0.971087,1.441739,7.8142,D
174,3011,0.48077161834249654,8.169571,72.1279,2938.8721,0.980311,1.441739,7.3917,D
174,3011,0.48077161834249654,10.983531,15.3733,2995.6267,0.99491,1.441739,4.6468,D
174,3011,0.48077161834249654,13.156945,4.5887,3006.4113,0.99821,1.441739,2.6605,D
174,3011,0.48077161834249654,14.046193,4.2871,3006.7129,0.998833,1.441739,2.7135,D
174,3011,0.48077161834249654,14.742481,1.8327,3009.1673,0.999165,1.441739,0.9521,D
174,3011,0.48077161834249654,14.886099,2.0667,3008.9333,0.99922,1.441739,1.2813,D
174,3011,0.48077161834249654,15.016613,2.2471,3008.7529,0.999268,1.441739,1.4574,D
174,3011,0.48077161834249654,15.950291,2.2814,3008.7186,0.999533,1.441739,1.3887,D
174,3011,0.48077161834249654,16.223387,0.4898,3010.5102,0.99959,1.441739,1.1058,D
174,3011,0.48077161834249654,17.750185,0.5861,3010.4139,0.999803,1.441739,1.0873,D
174,3011,0.48077161834249654,19.564967,0.0,3011.0,0.999918,1.441739,0.5516,D
174,3011,0.48077161834249654,19.993897,0.3265,3010.6735,0.999933,1.441739,0.2422,D
175,2294,0.42179256310728463,0.80672,1623.5729,670.4271,0.288421,1.643337,38.1446,C
175,2294,,1.269794,1310.4573,983.5427,0.414676,1.643337,46.3575,C
175,2294,0.42179256310728463,1.647349,1141.0856,1152.9144,0.500845,1.643337,17.3464,C
175,2294,0.42179256310728463,1.669522,1156.0077,1137.9923,0.505492,1.643337,17.8084,C
175,2294,0.42179256310728463,1.672553,1130.1351,1163.8649,0.506124,1.643337,22.5781,C
175,2294,0.42179256310728463,3.271315,592.5968,1701.4032,0.748375,1.643337,17.0802,C
175,2294,0.42179256310728463,5.184564,241.7207,2052.2793,0.887726,1.643337,20.2847,C
175,2294,0.42179256310728463,6.144845,180.4591,2113.5409,0.925119,1.643337,15.8154,C
175,2294,0.42179256310728463,6.182686,154.5435,2139.4565,0.926304,1.643337,14.5116,C
175,2294,0.42179256310728463,7.439099,96.063,2197.937,0.95662,1.643337,13.8149,C
175,2294,0.42179256310728463,7.491592,101.6799,2192.3201,0.95757,1.643337,7.3712,C
175,2294,0.42179256310728463,10.73154,24.9072,2269.0928,0.989181,1.643337,6.9964,C
175,2294,0.42179256310728463,11.278923,25.5965,2268.4035,0.991412,1.643337,6.2561,C
175,2294,0.42179256310728463,11.38261,21.5665,2272.4335,0.991779,1.643337,4.0571,C
175,2294,0.42179256310728463,11.848789,,,0.993247,1.643337,2.3395,C
175,2294,0.42179256310728463,,14.5363,2279.4637,0.995813,1.643337,3.8015,C
175,2294,0.42179256310728463,13.08235,10.3155,2283.6845,0.995986,1.643337,2.5396,C
175,2294,0.42179256310728463,13.753611,6.106,2287.894,0.996976,1.643337,3.4106,C
175,2294,0.42179256310728463,13.92347,6.7033,2287.2967,0.997185,1.643337,1.6865,C
175,2294,0.42179256310728463,16.090592,2.7408,2291.2592,0.998872,1.643337,1.6725,C
175,2294,0.42179256310728463,17.090102,1.963,2292.037,0.99926,1.643337,1.3137,C
175,2294,0.42179256310728463,17.139764,1.5533,2292.4467,0.999275,1.643337,0.7742,C
176,1159,0.41034635920844376,0.552321,940.9195,218.0805,0.202795,1.689176,45.5227,B
176,1159,0.41034635920844376,2.266682,515.0592,643.9408,0.605495,1.689176,24.9367,B
176,1159,0.41034635920844376,2.534037,394.6108,764.3892,0.646486,1.689176,15.4311,B
176,1159,0.41034635920844376,,383.2829,775.7171,0.673506,1.689176,13.6812,B
176,1159,0.41034635920844376,3.061696,337.2614,821.7386,0.71531,1.689176,18.6362,B
176,1159,0.41034635920844376,5.299856,138.563,1020.437,0.886366,1.689176,6.4845,B
176,1159,0.41034635920844376,5.703915,116.6119,1042.3881,0.903728,1.689176,9.4997,B
176,1159,0.41034635920844376,5.999518,95.4931,1063.5069,0.914726,1.689176,11.5941,B
176,1159,,6.312273,72.2728,1086.7272,0.924996,1.689176,13.6839,B
176,1159,0.41034635920844376,7.286588,60.7312,1098.2688,0.949714,1.689176,7.0667,B
176,1159,0.41034635920844376,7.609284,52.9266,1106.0734,0.955951,1.689176,5.0032,B
176,1159,0.41034635920844376,,29.0,1130.0,0.978556,1.689176,6.5674,B
176,1159,0.41034635920844376,9.37232,22.9725,1136.0275,0.978633,1.689176,6.1916,B
176,1159,0.41034635920844376,12.014273,9.4699,1149.5301,0.992774,1.689176,3.935,B
176,1159,0.41034635920844376,12.564809,3.829,1155.171,0.994235,1.689176,1.8475,B
176,1159,0.41034635920844376,12.690379,4.0001,1154.9999,0.994524,1.689176,2.2794,B
176,1159,0.41034635920844376,13.181197,8.3457,1150.6543,0.995523,1.689176,3.3747,B
176,1159,0.41034635920844376,13.597496,4.6213,1154.3787,0.996226,1.689176,1.3762,B
176,1159,0.41034635920844376,13.878783,4.9973,1154.0027,0.996638,1.689176,2.3125,B
176,1159,0.41034635920844376,14.054887,2.7855,1156.2145,0.996872,1.689176,1.4036,B
176,1159,0.41034635920844376,15.181108,1.1872,1157.8128,0.99803,1.689176,1.5114,B
176,1159,0.41034635920844376,15.258867,1.3927,1157.6073,0.998091,1.689176,1.9342,B
176,1159,0.41034635920844376,15.881183,2.0211,1156.9789,0.998522,1.689176,1.2941,B
176,1159,0.41034635920844376,16.208547,2.5941,1156.4059,0.998707,1.689176,1.5979,B
176,1159,0.41034635920844376,17.198775,0.7673,1158.2327,0.999139,1.689176,0.9253,B
176,1159,,18.406572,0.0,1159.0,0.999476,1.689176,1.169,B
176,1159,0.41034635920844376,18.593305,0.8447,1158.1553,0.999514,1.689176,0.7022,B
176,1159,0.41034635920844376,19.297198,0.5344,1158.4656,0.999636,1.689176,0.4217,B
176,1159,0.41034635920844376,19.393195,0.6807,1158.3193,0.99965,1.689176,0.5743,B
176,1159,0.41034635920844376,19.469378,1.0602,1157.9398,0.999661,1.689176,0.779,B
176,1159,0.41034635920844376,19.893246,0.9326,1158.0674,0.999715,1.689176,0.7747,B
177,3311,0.3334000653482689,0.619619,2639.4771,671.5229,0.18664,2.079025,44.3523,C
177,3311,0.3334000653482689,1.02319,2379.0711,931.9289,0.289035,2.079025,27.191,C
177,3311,0.3334000653482689,5.360659,548.7804,2762.2196,0.832579,2.079025,22.7589,C
177,3311,0.3334000653482689,5.557888,462.4628,2848.5372,0.843234,2.079025,34.0517,C
177,3311,0.3334000653482689,5.909407,454.022,2856.978,0.860571,2.079025,17.166,C
177,3311,,7.209734,304.701,3006.299,0.909619,2.079025,21.3839,C
177,3311,0.3334000653482689,7.617743,262.2392,3048.7608,0.921114,2.079025,16.9337,C
177,3311,0.3334000653482689,8.00689,237.4522,3073.5478,0.930713,2.079025,12.4991,C
177,3311,0.3334000653482689,9.603802,142.2163,3168.7837,0.959315,2.079025,6.8432,C
177,3311,0.3334000653482689,10.041153,107.9437,3203.0563,0.964836,2.079025,7.7243,C
177,3311,0.3334000653482689,10.131386,112.694,3198.306,0.965878,2.079025,13.625,C
177,3311,0.3334000653482689,10.494585,,,0.969769,2.079025,7.7939,C
177,3311,0.3334000653482689,11.746343,59.4074,3251.5926,0.980084,2.079025,5.232,C
177,3311,0.3334000653482689,11.871355,62.9073,3248.0927,0.980897,2.079025,6.6113,C
177,3311,0.3334000653482689,12.535389,54.0204,3256.9796,0.984691,2.079025,7.718,C
177,3311,0.3334000653482689,12.608691,53.6182,3257.3818,0.98506,2.079025,8.4641,C
177,3311,0.3334000653482689,12.8314,43.5487,3267.4513,0.986129,2.079025,6.0135,C
177,3311,0.3334000653482689,13.124669,35.1552,3275.8448,0.987421,2.079025,6.4415,C
